country,discipline,event_gender,Predicted_Gold,Predicted_Silver,Predicted_Bronze
Republic of Korea,Archery,2.0,0.0,2.0,0.0
Republic of Korea,Archery,0.0,0.0,2.0,0.0
Republic of Korea,Artistic Gymnastics,1.0,0.0,1.0,0.0
Republic of Korea,Artistic Gymnastics,0.0,1.0,0.0,0.0
Republic of Korea,Badminton,0.0,2.0,0.0,0.0
Republic of Korea,Fencing,1.0,2.0,1.0,0.0
Republic of Korea,Fencing,0.0,1.0,0.0,1.0
Republic of Korea,Judo,1.0,2.0,0.0,1.0
Republic of Korea,Modern Pentathlon,1.0,1.0,0.0,0.0
Republic of Korea,Shooting,0.0,0.0,0.0,1.0
Republic of Korea,Taekwondo,1.0,2.0,0.0,0.0
Republic of Korea,Taekwondo,0.0,0.0,0.0,1.0
Republic of Moldova,Canoe Sprint,1.0,1.0,0.0,0.0
Romania,Fencing,0.0,0.0,0.0,1.0
Romania,Rowing,1.0,0.0,0.0,3.0
Romania,Rowing,0.0,0.0,2.0,0.0
San Marino,Shooting,2.0,0.0,0.0,2.0
San Marino,Shooting,0.0,1.0,0.0,0.0
San Marino,Wrestling,1.0,1.0,0.0,0.0
Saudi Arabia,Karate,1.0,0.0,0.0,1.0
Serbia,3x3 Basketball,1.0,1.0,0.0,0.0
Serbia,Karate,0.0,0.0,1.0,0.0
Serbia,Shooting,1.0,1.0,0.0,1.0
Serbia,Taekwondo,0.0,1.0,1.0,0.0
Serbia,Volleyball,0.0,1.0,0.0,0.0
Serbia,Water Polo,1.0,0.0,1.0,0.0
Serbia,Wrestling,1.0,1.0,0.0,0.0
Slovakia,Canoe Slalom,1.0,0.0,0.0,1.0
Slovakia,Canoe Sprint,1.0,1.0,0.0,0.0
Slovakia,Golf,1.0,0.0,0.0,1.0
Slovakia,Shooting,0.0,0.0,1.0,0.0
Slovenia,Canoe Slalom,1.0,0.0,1.0,0.0
Slovenia,Cycling Road,1.0,1.0,1.0,0.0
Slovenia,Judo,0.0,0.0,0.0,1.0
Slovenia,Sport Climbing,0.0,0.0,1.0,0.0
South Africa,Surfing,0.0,0.0,0.0,1.0
South Africa,Swimming,0.0,0.0,1.0,1.0
Spain,Artistic Gymnastics,1.0,0.0,0.0,1.0
Spain,Athletics,0.0,1.0,0.0,0.0
Spain,Canoe Slalom,0.0,0.0,0.0,1.0
Spain,Canoe Sprint,1.0,0.0,0.0,1.0
Spain,Canoe Sprint,0.0,0.0,0.0,1.0
Spain,Cycling Mountain Bike,1.0,1.0,0.0,0.0
Spain,Football,1.0,0.0,0.0,1.0
Spain,Handball,1.0,1.0,0.0,0.0
Spain,Karate,1.0,0.0,0.0,1.0
Spain,Karate,0.0,0.0,1.0,0.0
Spain,Sailing,1.0,3.0,0.0,0.0
Spain,Shooting,2.0,0.0,2.0,0.0
Spain,Sport Climbing,1.0,0.0,1.0,0.0
Spain,Taekwondo,0.0,0.0,0.0,1.0
Spain,Tennis,1.0,1.0,0.0,0.0
Spain,Water Polo,0.0,0.0,0.0,1.0
Sweden,Athletics,1.0,0.0,2.0,1.0
Sweden,Equestrian,,0.0,1.0,1.0
Sweden,Football,0.0,0.0,0.0,1.0
Sweden,Sailing,1.0,0.0,0.0,2.0
Sweden,Sailing,0.0,0.0,0.0,1.0
Sweden,Swimming,0.0,0.0,0.0,1.0
Switzerland,Beach Volleyball,0.0,2.0,0.0,0.0
Switzerland,Cycling BMX Freestyle,0.0,1.0,0.0,0.0
Switzerland,Cycling Mountain Bike,1.0,0.0,0.0,1.0
Switzerland,Cycling Mountain Bike,0.0,1.0,1.0,1.0
Switzerland,Cycling Road,0.0,0.0,0.0,1.0
Switzerland,Shooting,0.0,1.0,1.0,0.0
Switzerland,Swimming,1.0,2.0,0.0,0.0
Switzerland,Tennis,0.0,0.0,1.0,2.0
Syrian Arab Republic,Weightlifting,1.0,1.0,0.0,0.0
Thailand,Boxing,0.0,1.0,0.0,0.0
Thailand,Taekwondo,0.0,0.0,1.0,0.0
Tunisia,Swimming,1.0,0.0,1.0,0.0
Tunisia,Taekwondo,1.0,0.0,0.0,1.0
Turkey,Archery,1.0,0.0,1.0,0.0
Turkey,Artistic Gymnastics,1.0,1.0,0.0,0.0
Turkey,Boxing,0.0,0.0,1.0,1.0
Turkey,Karate,1.0,2.0,0.0,1.0
Turkey,Karate,0.0,1.0,0.0,0.0
Turkey,Taekwondo,1.0,1.0,0.0,0.0
Turkey,Taekwondo,0.0,1.0,0.0,0.0
Turkey,Wrestling,1.0,2.0,0.0,0.0
Turkey,Wrestling,0.0,1.0,0.0,0.0
Turkmenistan,Weightlifting,0.0,0.0,0.0,1.0
Uganda,Athletics,1.0,1.0,1.0,1.0
Uganda,Athletics,0.0,0.0,1.0,0.0
Ukraine,Artistic Swimming,0.0,3.0,0.0,0.0
Ukraine,Athletics,0.0,1.0,0.0,0.0
Ukraine,Boxing,1.0,0.0,0.0,1.0
Ukraine,Canoe Sprint,0.0,1.0,0.0,2.0
Ukraine,Cycling Track,0.0,0.0,0.0,1.0
Ukraine,Fencing,1.0,1.0,0.0,0.0
Ukraine,Judo,0.0,1.0,0.0,0.0
Ukraine,Karate,1.0,1.0,0.0,0.0
Ukraine,Karate,0.0,0.0,0.0,1.0
Ukraine,Shooting,2.0,2.0,0.0,0.0
Ukraine,Swimming,1.0,1.0,0.0,1.0
Ukraine,Tennis,0.0,1.0,0.0,0.0
Ukraine,Wrestling,1.0,0.0,1.0,1.0
Ukraine,Wrestling,0.0,2.0,0.0,0.0
United States of America,3x3 Basketball,0.0,0.0,1.0,0.0
United States of America,Artistic Gymnastics,0.0,2.0,2.0,2.0
United States of America,Athletics,1.0,2.0,2.0,6.0
United States of America,Athletics,2.0,1.0,0.0,0.0
United States of America,Athletics,0.0,4.0,5.0,6.0
United States of America,Baseball/Softball,1.0,0.0,0.0,1.0
United States of America,Baseball/Softball,0.0,0.0,0.0,1.0
United States of America,Basketball,1.0,0.0,1.0,0.0
United States of America,Basketball,0.0,0.0,1.0,0.0
United States of America,Beach Volleyball,0.0,0.0,2.0,0.0
United States of America,Boxing,1.0,0.0,0.0,3.0
United States of America,Boxing,0.0,1.0,0.0,0.0
United States of America,Canoe Sprint,0.0,0.0,1.0,0.0
United States of America,Cycling BMX Freestyle,0.0,0.0,0.0,1.0
United States of America,Cycling Track,0.0,1.0,1.0,0.0
United States of America,Diving,1.0,0.0,0.0,2.0
United States of America,Diving,0.0,1.0,0.0,2.0
United States of America,Equestrian,,0.0,0.0,2.0
United States of America,Fencing,1.0,1.0,0.0,0.0
United States of America,Fencing,0.0,0.0,1.0,0.0
United States of America,Football,0.0,1.0,0.0,0.0
United States of America,Golf,1.0,0.0,1.0,0.0
United States of America,Golf,0.0,0.0,1.0,0.0
United States of America,Karate,1.0,1.0,0.0,0.0
United States of America,Shooting,1.0,0.0,2.0,0.0
United States of America,Shooting,2.0,2.0,0.0,2.0
United States of America,Shooting,0.0,0.0,1.0,1.0
United States of America,Skateboarding,1.0,2.0,0.0,0.0
United States of America,Sport Climbing,1.0,0.0,0.0,1.0
United States of America,Surfing,0.0,0.0,1.0,0.0
United States of America,Swimming,1.0,2.0,8.0,2.0
United States of America,Swimming,0.0,5.0,3.0,7.0
United States of America,Taekwondo,0.0,0.0,1.0,0.0
United States of America,Triathlon,2.0,0.0,0.0,1.0
United States of America,Triathlon,0.0,1.0,0.0,0.0
United States of America,Volleyball,0.0,0.0,1.0,0.0
United States of America,Water Polo,0.0,0.0,1.0,0.0
United States of America,Weightlifting,0.0,1.0,0.0,1.0
United States of America,Wrestling,1.0,2.0,2.0,1.0
United States of America,Wrestling,0.0,2.0,1.0,1.0
Uzbekistan,Boxing,1.0,0.0,1.0,0.0
Uzbekistan,Judo,1.0,1.0,0.0,0.0
Uzbekistan,Taekwondo,1.0,0.0,1.0,0.0
Uzbekistan,Weightlifting,1.0,0.0,1.0,0.0
Uzbekistan,Wrestling,1.0,1.0,0.0,0.0
Venezuela,Athletics,0.0,0.0,1.0,0.0
Venezuela,Cycling BMX Freestyle,1.0,0.0,0.0,1.0
Venezuela,Weightlifting,1.0,0.0,0.0,2.0
